# started on Sun Apr 25 18:34:03 2021

100607904862,,cycles,54936514375,100.00,,
52467126203,,instructions,54936514375,100.00,0.52,insn per cycle
4612906605,,bus-cycles,54936514375,100.00,,
4106519176,,cache-references,54936514375,100.00,,
514471472,,cache-misses,54936514375,100.00,12.528,of all cache refs
# started on Sun Apr 25 18:35:09 2021

103351555658,,cycles,53294695552,100.00,,
54155052831,,instructions,53294695552,100.00,0.52,insn per cycle
4810518167,,bus-cycles,53294695552,100.00,,
1396938,,page-faults,50555302725,100.00,,
2050371,,cs,50555302725,100.00,,
# started on Sun Apr 25 18:36:14 2021

15565984326,,dTLB-loads,53512676947,100.00,,
73355834,,dTLB-load-misses,53512676947,100.00,0.47,of all dTLB cache hits
9308799793,,dTLB-stores,53512676947,100.00,,
19738436,,dTLB-stores-misses,53512676947,100.00,,
# started on Sun Apr 25 18:37:20 2021

1396638,,faults,50698160960,100.00,,
1396638,,minor-faults,50698160960,100.00,,
0,,major-faults,50698160960,100.00,,
10838213944,,branch-instructions,52572257256,100.00,,
328906277,,branch-misses,52572257256,100.00,3.03,of all branches
# started on Sun Apr 25 18:38:26 2021

100065578539,,cycles,39919106142,70.31,,
51826291648,,instructions,47574343217,83.79,0.52,insn per cycle
534611715,,LLC-loads,46041812128,81.09,,
85465205,,LLC-load-misses,47192847057,83.12,15.99,of all LL-cache hits
225886380,,LLC-stores,20319641681,35.79,,
4119302275,,cache-references,28154243331,49.59,,
498871192,,cache-misses,34335967998,60.47,12.111,of all cache refs
# started on Sun Apr 25 18:39:31 2021

15599808614,,L1-dcache-loads,47134753206,84.87,,
1578259544,,L1-dcache-load-misses,42609017925,76.72,10.12,of all L1-dcache hits
9330074254,,L1-dcache-stores,40746768409,73.37,,
<not supported>,,L1-dcache-store-misses,0,100.00,,
4078884009,,cache-references,44029177045,79.28,,
508966712,,cache-misses,47620843807,85.75,12.478,of all cache refs
