# started on Sat Apr 24 20:14:26 2021

6686500,,cycles,8161804,100.00,,
2906846,,instructions,8161804,100.00,0.43,insn per cycle
680246,,bus-cycles,8161804,100.00,,
435054,,cache-references,8161804,100.00,,
144851,,cache-misses,8161804,100.00,33.295,of all cache refs
# started on Sat Apr 24 20:14:43 2021

13448456,,cycles,17974086,100.00,,
4804624,,instructions,17974086,100.00,0.36,insn per cycle
1552305,,bus-cycles,17974086,100.00,,
99,,page-faults,16446441,100.00,,
137,,cs,16446441,100.00,,
# started on Sat Apr 24 20:15:18 2021

1306940,,dTLB-loads,17078703,100.00,,
18186,,dTLB-load-misses,17078703,100.00,1.39,of all dTLB cache hits
719790,,dTLB-stores,17078703,100.00,,
1874,,dTLB-stores-misses,17078703,100.00,,
# started on Sat Apr 24 20:15:53 2021

101,,faults,15507124,100.00,,
101,,minor-faults,15507124,100.00,,
0,,major-faults,15507124,100.00,,
983029,,branch-instructions,16496589,100.00,,
110254,,branch-misses,16496589,100.00,11.22,of all branches
# started on Sat Apr 24 20:16:28 2021

13795003,,cycles,8433378,45.28,,
4602546,,instructions,18625999,100.00,0.33,insn per cycle
73634,,LLC-loads,18625999,100.00,,
23485,,LLC-load-misses,18625999,100.00,31.89,of all LL-cache hits
<not counted>,,LLC-stores,0,0.00,,
<not counted>,,cache-references,0,0.00,,
<not counted>,,cache-misses,0,0.00,,
# started on Sat Apr 24 20:17:03 2021

1032848,,L1-dcache-loads,15576972,83.92,,
146040,,L1-dcache-load-misses,12962576,69.84,14.14,of all L1-dcache hits
777092,,L1-dcache-stores,14690892,79.15,,
<not supported>,,L1-dcache-store-misses,0,100.00,,
910531,,cache-references,17281201,93.10,,
278273,,cache-misses,13733215,73.99,30.562,of all cache refs
