# started on Sun Apr 25 00:18:39 2021

19808561499,,cycles,8215239583,100.00,,
9499584347,,instructions,8215239583,100.00,0.48,insn per cycle
788399101,,bus-cycles,8215239583,100.00,,
648147349,,cache-references,8215239583,100.00,,
74784102,,cache-misses,8215239583,100.00,11.538,of all cache refs
# started on Sun Apr 25 00:18:54 2021

102626160703,,cycles,36933098718,100.00,,
47620617186,,instructions,36933098718,100.00,0.46,insn per cycle
3648790649,,bus-cycles,36933098718,100.00,,
862,,page-faults,36769272470,100.00,,
248622,,cs,36769272470,100.00,,
# started on Sun Apr 25 00:19:30 2021

13936213865,,dTLB-loads,36571696293,100.00,,
62066775,,dTLB-load-misses,36571696293,100.00,0.45,of all dTLB cache hits
8803945907,,dTLB-stores,36571696293,100.00,,
16748023,,dTLB-stores-misses,36571696293,100.00,,
# started on Sun Apr 25 00:20:05 2021

869,,faults,36514320588,100.00,,
869,,minor-faults,36514320588,100.00,,
0,,major-faults,36514320588,100.00,,
9435328807,,branch-instructions,36625782261,100.00,,
296423641,,branch-misses,36625782261,100.00,3.14,of all branches
# started on Sun Apr 25 00:20:40 2021

101453892875,,cycles,26446432857,71.11,,
47519557001,,instructions,31793734348,85.49,0.47,insn per cycle
453751095,,LLC-loads,31892306301,85.76,,
129782580,,LLC-load-misses,31775560918,85.44,28.60,of all LL-cache hits
79750448,,LLC-stores,10709697253,28.80,,
2810151371,,cache-references,15989225639,42.99,,
455333134,,cache-misses,21177431134,56.95,16.203,of all cache refs
# started on Sun Apr 25 00:21:15 2021

14057183956,,L1-dcache-loads,29516632356,79.83,,
1281441821,,L1-dcache-load-misses,29576973775,79.99,9.12,of all L1-dcache hits
8878038917,,L1-dcache-stores,29644913188,80.18,,
<not supported>,,L1-dcache-store-misses,0,100.00,,
2908647574,,cache-references,29481878196,79.74,,
449275412,,cache-misses,29675973181,80.26,15.446,of all cache refs
