# started on Sun Apr 25 00:14:49 2021

27212354715,,cycles,12564744862,100.00,,
12119984972,,instructions,12564744862,100.00,0.45,insn per cycle
1035754690,,bus-cycles,12564744862,100.00,,
1139625927,,cache-references,12564744862,100.00,,
141668455,,cache-misses,12564744862,100.00,12.431,of all cache refs
# started on Sun Apr 25 00:15:07 2021

94558040751,,cycles,38403340862,100.00,,
42183575649,,instructions,38403340862,100.00,0.45,insn per cycle
3358204398,,bus-cycles,38403340862,100.00,,
18977,,page-faults,35709649007,100.00,,
2439550,,cs,35709649007,100.00,,
# started on Sun Apr 25 00:15:42 2021

11744172899,,dTLB-loads,38270547762,100.00,,
58801348,,dTLB-load-misses,38270547762,100.00,0.50,of all dTLB cache hits
7012860730,,dTLB-stores,38270547762,100.00,,
14945593,,dTLB-stores-misses,38270547762,100.00,,
# started on Sun Apr 25 00:16:17 2021

19009,,faults,36243626256,100.00,,
19009,,minor-faults,36243626256,100.00,,
0,,major-faults,36243626256,100.00,,
8559682819,,branch-instructions,38010089629,100.00,,
263084144,,branch-misses,38010089629,100.00,3.07,of all branches
# started on Sun Apr 25 00:16:53 2021

84271316077,,cycles,23558635288,57.48,,
38432081794,,instructions,30388569582,74.14,0.46,insn per cycle
469393298,,LLC-loads,31065173873,75.79,,
99565619,,LLC-load-misses,34243833886,83.55,21.21,of all LL-cache hits
120051410,,LLC-stores,16664184701,40.66,,
3375073172,,cache-references,20783753393,50.71,,
418933819,,cache-misses,22841071414,55.73,12.413,of all cache refs
# started on Sun Apr 25 00:17:28 2021

11492587944,,L1-dcache-loads,31491496288,78.72,,
1276128232,,L1-dcache-load-misses,30697828800,76.73,11.10,of all L1-dcache hits
6868182745,,L1-dcache-stores,32247003941,80.61,,
<not supported>,,L1-dcache-store-misses,0,100.00,,
3505296968,,cache-references,34818837130,87.04,,
443799022,,cache-misses,30765632929,76.90,12.661,of all cache refs
